no,type,data1,case1,case2,case3,case4,img
1507,20,"국소 다한증(Localized hyperhidrosis)","손,발,겨드랑이 발한, 피부염증, 겨드랑이 악취","취한증, 접촉 피부염",흉부외과,"다한증,손발바닥 땀과다증,땀과다증",20_11.jpg
1508,20,근감소증(Sarcopenia),"하지의 근력약화, 보행이상, 근력 약화, 피로감","노쇠, 노화, 골다공증",노년내과,,20_12.jpg
1509,20,"내상과염(Golf Elbow)","팔의 통증, 관절의 경직","주관절 외상과염",정형외과,"골프 엘보우,골프엘보",20_13.jpg
1510,20,내연골종(Enchondroma),"감각 이상, 환부 부종, 뼈의 변형, 병적골절","골괴사, 이소성 골화증, 병리적 골절","정형외과, 소아정형외과","내연골종증,올리에르병",20_14.jpg
1511,20,"당뇨병성 말초신경병증(Diabetic polyneuropathy)","무감각, 말초 신경장애, 말초 통증, 손, 발 감각 저하, 저림","당뇨병성 족부 질환, 인슐린 의존성 당뇨병, 당뇨망막병증, 인슐린 비의존성 당뇨병, 당뇨병",내분비내과,"당뇨병성신경병증,당뇨성말초신경병증,당뇨성신경병증",20_15.jpg
1512,20,"동결견(Frozen shoulder)","어깨 움직임의 제한, 어깨의 통증","회전근개 증후군","정형외과, 소아정형외과",오십견,20_16.jpg
1513,20,"동정맥루 기능부전(AVF malfuction)","동정맥루 잡음 약화, 환부 부종, 열감, 발적","신부전, 만성 신부전",혈관외과,,20_17.jpg
1514,20,림프부종(Lymphedema),"사지 부종, 피부균열, 피부 긴장도 저하","유방암, 전립선암, 자궁경부암, 자궁내막암, 난소암, 질암, 자궁 육종, 외음부암","산부인과, 성형외과, 혈관외과, 재활의학과","림프수종,임파종대",20_18.jpg
1515,20,"병리적 골절(Pathological fracture)","감각 이상, 마찰음 , 근육강직, 뼈의 변형, 환부 통증, 환부 부종","골육종, 내연골종, 피로 골절, 골괴사, 뼈의 신생물, 골다공증",정형외과,"병적 골절",20_19.jpg
1516,20,"뼈의 신생물(Neoplasm of the bone)","암 부위별로 다름, 덩어리가 만져짐, 종양부위 부종","내연골종, 골육종, 전이 암, 폐암, 유방암","종양내과, 소아청소년종양혈액과, 정형외과","골종양,뼈종양",20_20.jpg
1517,20,"석회성 건염(Calcific Tendinitis)","어깨 움직임의 제한, 어깨의 통증, 압통, 팔의 통증","회전근개 증후군, 동결견",정형외과,"석회화 건염",20_21.jpg
1518,20,"손목 수근관 증후군(Carpal tunnel syndrome)","손가락 힘이 약해짐, 저림, 감각 이상, 손의 통증",수족냉증,"신경과, 정형외과","손목굴 증후군,손목터널증후군,손저림증,수근관증,수근관증후군,터널증후군,팔목터널증후군",20_22.jpg
1519,20,신경근병증(Radiculopathy),"방사통, 감각 이상, 근력 약화, 요통, 목의 통증","경추 추간판 탈출증, 요추관 협착증","신경과, 정형외과",신경뿌리병증,20_23.jpg
1520,20,신경종(Neuroma),"환부 부종, 환부 통증, 저림","청신경초종, 지간 신경종","신경과, 신경외과",신경종양,20_24.jpg
1521,20,"신체 내 지방 불균형(Body fat imbalance)",,"신체 내 지방 불균형",성형외과,"미용 목적의 체형교정술,지방 흡입,체형교정술",20_25.jpg
1522,20,"유잉육종(Ewing sarcoma)","환부 통증, 열, 열감, 덩어리가 만져짐",골육종,"종양내과, 소아청소년종양혈액과",,20_26.jpg
1523,20,"재발성 견관절 전방 탈구(Recurrent Anterior Glenohumeral Dislocation)","관절 운동성 감소, 어깨의 통증, 팔의 길이가 달라짐, 환부 부종","회전근개 증후군",정형외과,"견관절 탈구,어깨탈골,어깨탈구,재발성견관절탈골,재발성견관절탈구,재발성어깨탈골,재발성어깨탈구,습관성 어깨 탈구",20_27.jpg
1524,20,"주관절 외상과염(Tennis Elbow)","팔의 통증",내상과염,정형외과,"외상과염,주관절통,테니스엘보우,팬엘보,테니스엘보",20_28.jpg
1526,20,취한증(Osmidrosis),"겨드랑이 악취 , 옷 액와 부분 변색","국소 다한증",성형외과,"겨드랑이 다한증,암내,액취증",20_30.jpg
1527,20,통풍(Gout),"발의 통증, 무릎 부위 통증, 오한, 환부 부종, 열","통풍성 관절염, 관절염",류마티스내과,,20_31.jpg
1528,20,"팔죽지 골절(Humerus fracture)","근육강직, 손상부위 촉각 소실, 뼈의 변형, 손상 부위 통증, 손상 부위 출혈","원위 요골과 척골 골절, 골절 후 부정 유합, 불유합, 병리적 골절, 피로 골절",정형외과,,20_32.jpg
1529,20,"패혈성 관절염(Septic arthtritis)","환부 부종, 열, 오한, 열감, 관절 운동성 감소, 관절염, 관절통","관절염, 통풍, 골관절염, 전신 홍반성 낭창, 류마티스 관절염","감염내과, 정형외과, 소아정형외과","세균성 관절염",20_33.jpg
1530,20,"폐색성 혈전 혈관염 (Thromboangiitis obliterans)","말초 통증, 저림, 말초의 허혈",혈관염,혈관외과,"Buerger Disease,Buergers Disease,버거씨병,뷰르거병,폐색혈전혈관염,폐쇄혈전혈관염",20_34.jpg
1532,20,"회전근개 증후군(Rotator cuff syndrome)","어깨 잡음, 어깨근육 약화, 어깨의 통증, 마찰음 , 어깨 움직임의 제한",동결견,"재활의학과, 정형외과","Rotator cuff tear,어깨근육손상,어깨근육파열,회전근개증,회전근개파열",20_36.jpg
1533,20,횡문근육종(Rhabdomyosarcoma),"덩어리가 만져짐, 환부 통증",횡문근융해증,"종양내과, 방사선종양학과, 소아청소년종양혈액과, 정형외과","횡문근육암,횡문근육종양",20_37.jpg
1534,21,"간찰성 홍반(Erythema intertrigo)","소양감, 물집, 딱지, 발적, 발진","땀띠, 접촉 피부염, 지루성 피부염, 기저귀 피부염",피부과,"마찰 피부염",21_1.jpg
1535,21,"감염성 근육염(Infective myositis)","열감, 피부염증, 압통, 발진, 환부 부종",피부근육염,감염내과,"바이러스성 근육염",21_2.jpg
1536,21,"감염성 홍반(Erythema infectiosum)","권태감, 열, 두통, 식욕부진, 안면홍조","감염성 홍반",감염내과,"전염성 홍반,제5병",21_3.jpg
1537,21,건선(Psoriasis),"인설, 고름, 발진","탈락 피부염, 피부염",피부과,"건선피부,건선피부염",21_4.jpg
1538,21,"곰팡이 감염(Fungal infection)","피부 각질, 발가락 사이 갈라짐, 손,발톱이 갈라짐, 피부소양감","조갑백선, 어린선, 진균성 각막 궤양, 무좀",피부과,곰팡이질환,21_5.jpg
1539,21,"광선 각화증(Actinic Keratosis)","뿔 모양의 병변, 적색의 각질화된 피부","피부암, 악성 흑색종, 상피내 신생물",피부과,"Solar Keratosis,senile keratosis,일광각화증,자외선각화증",21_6.jpg
1540,21,기미(Melasma),반점,"악성 흑색종",피부과,chloasma,21_7.jpg
1542,21,"기저세포 암종(Basal cell carcinoma)","피부궤양, 결절, 반점","악성 흑색종","성형외과, 피부과, 피부암센터","기저세포상피종,기저세포암,기저세포종,모모세포종,모모조직암,바닥세포 암종,상피성악성종양",21_9.jpg
1545,21,"다모증(Excessive hair growth)","촘촘하게 난 털","포르피린증, 다낭성 난소 증후군",피부과,"hirsutism,hypertrichosis,남성형털과다증,조모증,털과다증",21_12.jpg
1546,21,단독(Erysipelas),"열감, 오한, 환부 통증, 림프 부종, 발진","혈관부종, 접촉 피부염","가정의학과, 피부과",단독증,21_13.jpg
1547,21,"단순 포진(Herpes Simplex)","작열감, 소양감, 물집","대상포진, 단순 포진성 뇌염, 헤르페스 바이러스 감염",피부과,,21_14.jpg
1548,21,"대상포진(Herpes zoster)","발진, 환부 통증, 딱지, 두통","대상포진 후 신경통, 구순포진, 헤르페스 바이러스 감염, 수두",피부과,"Zoster,shingles",21_15.jpg
1549,21,"대상포진 후 신경통(Postzoster neuralgia)","환부 통증",대상포진,"마취통증의학과, 신경과, 신경외과, 피부과",대상포진신경통,21_16.jpg
1550,21,"돌발성 발진(Exanthem subitum)","보챔, 식욕부진, 발진, 반점","헤르페스 바이러스 감염","소아내분비대사과, 소아소화기영양과, 소아감염과","roseola infantum,돌발발진,돌발진,소아 장미진,영아 발진",21_17.jpg
1551,21,동상(Frostbite),"청색증, 무감각, 피부소양감, 물집, 창백",횡문근융해증,"가정의학과, 성형외과, 응급의학과",,21_18.jpg
1552,21,"동전모양 습진(Nummular Eczema)","환부 부종, 물집, 소양감",습진,피부과,화폐상습진,21_19.jpg
1554,21,딸기코(Rosacea),"피부염증, 코의 모공이 커짐","안면 홍조증",피부과,주사비,21_21.jpg
1555,21,땀띠(Miliaria),"물집, 발진","국소 다한증",피부과,"속립진,한진",21_22.jpg
1556,21,"라임병(Lyme disease)","열, 안구혼탁, 오한, 관절통, 피로감, 발진, 수면장애, 두통, 근육통",관절염,"감염내과, 피부과",,21_23.jpg
1557,21,렙토스피라증(Leptospirosis),"오한, 두통, 황달, 수막자극증상, 열, 간부전, 근육통, 신부전, 안구내 출혈","신증후성 출혈열",감염내과,"7일열,논농부병,농부병,와일씨병",21_24.jpg
1558,21,"만성 단순 태선(Lichen simplex chronicus)","발적, 붉은 색소 침착, 피부소양감","접촉 피부염, 아토피성 피부염",피부과,태선,21_25.jpg
1559,21,"만성 두드러기(Chronic urticaria)","피부소양감, 발적, 환부 통증, 발진","콜린성 두드러기, 혈관부종, 두드러기","피부과, 알레르기내과","만성담마진,만성은진,만성은진피부",21_26.jpg
1560,21,"모공성 각화증(Keratosis pilaris)",닭살,"여드름, 피부염, 모낭염, 아토피성 피부염",피부과,"닭살,모공 각화증",21_27.jpg
1561,21,모낭염(Folliculitis),"체모감소, 면포, 고름, 발적, 환부 통증, 여드름, 열, 오한","모공성 각화증, 여드름, 수면 장애",피부과,,21_28.jpg
1562,21,모반(Nevus),"털이 동반되기도 함, 반점","사마귀, 악성 흑색종, 오타 모반","성형외과, 피부과","Moles,색소성 모반,점",21_29.jpg
1563,21,"무모증(Atrichia pubis)","음모가 적거나 없음",갑상선기능저하증,피부과,"빈모증,음부털 감소증",21_30.jpg
1564,21,"무좀(Tinea pedis)","발가락 사이 갈라짐, 피부 각질, 피부소양감, 발바닥 피부 두꺼워짐, 물집","곰팡이 감염, 조갑백선",피부과,"Athlete’s foot,발백선",21_31.jpg
1565,21,방선균증(Actinomycosis),"발한, 환부 통증, 열, 기침, 체중감소, 두통, 열감","곰팡이 감염",감염내과,방사선균증,21_32.jpg
1566,21,백반증(Vitiligo),"하얀 반점, 모발 탈색","어린선, 광선 각화증, 모공성 각화증",피부과,"백납,백전풍",21_33.jpg
1567,21,"벌에 쏘였을 때(Bee bite)","환부 부종, 피부소양감, 발진, 환부 통증",아나필락시스,응급의학과,,21_34.jpg
1568,21,"베체트 병(Behcet's disease)","눈의 통증, 시력 감소, 혈전증, 생식기 궤양, 구강궤양, 무릎 부위 통증, 발진, 피부염증, 눈부심","심부정맥 색전증, 포도막염, 피부염","소화기내과, 류마티스내과","베체트,베체트 증후군,베체트씨병",21_35.jpg
1570,21,비듬(Dandruff),"피부소양감, 두피 건조, 피부 각질","지루성 피부염",피부과,,21_37.jpg
1571,21,비립종(Milium),"눈,뺨 주위 작은 낭종",한관종,피부과,좁쌀종,21_38.jpg
1572,21,사마귀(Wart),"결절, 사마귀 위 털이 많음, 검은 점","첨형 콘딜로마",피부과,,21_39.jpg
1573,21,"사타구니 백선(Tinea cruris)","색소 침착, 소양감, 적색의 각질화된 피부","조갑백선, 무좀, 두부 백선, 곰팡이 감염",피부과,"사타구니무좀,샅백선,완선,음고부백선",21_40.jpg
1574,21,"상피내 신생물(IN SITU NEOPLASMS)","피부소양감, 색소 침착, 피부궤양","기저세포 암종, 악성 흑색종, 광선 각화증, 표피낭종","성형외과, 피부과","상피성신생물,악성 상피성 신생물,양성 상피성 신생물",21_41.jpg
1575,21,"색소 세포성 모반(Melanocytic nevus)","검은 점, 갈색 피부 반점","오타 모반","성형외과, 피부과",,21_42.jpg
1576,21,"선천성 색소결핍증(Congenital Albinism)","모발 탈색","선천성 눈 기형, 백반증, 광선 각화증, 선천성 기형, 피부암","피부과, 의학유전학센터, 의학유전학과","백색증,알비노,하얀병",21_43.jpg
1577,21,섬유종(Fibroma),,"지방종, 피부섬유육종, 신경섬유종, 쥐젖","성형외과, 정형외과, 피부과",,21_44.jpg
1578,21,"성홍열(Scarlet fever)","열, 편도선 비대, 식욕부진, 구토, 발진, 딸기혀","가와사키병, 풍진, 홍역, 인후두염",어린이병원,"scarlatina,세균성 인후염",21_45.jpg
1579,21,소양증(Pruritus),,"아토피성 피부염, 습진, 수부 습진, 한포진, 동전모양 습진",피부과,"가려움증,간지러움증,소양감",21_46.jpg
1580,21,"수두(Varicella (chickenpox))","물집, 근육통, 발한, 피부소양감, 발진, 두통, 식욕부진, 열","라이 증후군, 대상포진","감염내과, 피부과","전염성 수두",21_47.jpg
1581,21,"수부 습진(Hand Eczema)","피부균열, 열, 물집, 피부가 두꺼워짐, 소양감, 색소 침착","접촉 피부염, 아토피성 피부염, 건선, 피부염",피부과,"손 습진",21_48.jpg
1582,21,"수족구병(Hand, foot and mouth disease)","물집, 발진, 열, 피부소양감, 환부 통증, 두통","헤르페스 바이러스 감염, 박테리아성 뇌수막염, 바이러스성 뇌수막염","소아청소년심장과, 소아신장과","수족구,수족구 질환",21_49.jpg
1583,21,"슈도모나스 감염(Pseudomonas infection)","열, 발진, 환부 통증, 피부염증","비임균성 요도염, 급성 중이염, 병원 감염성 폐렴, 만성 전립선염, 부비동염",감염내과,"슈도모나스,녹농균 감염증",21_50.jpg
1584,21,"스티븐 존슨 증후군(Stevens Johnson syndrome)","배뇨곤란, 물집, 결막염, 안구건조, 압통, 코플릭 반점, 반점, 체모감소, 호흡곤란, 피부 및 점막의 염증, 물집성 표피 박리","폐렴, 안구 건조증, 탈락 피부염, 이식편대숙주질환, 호중구감소증","안과, 알레르기내과","스티븐존슨병,피부점막안증후군",21_51.jpg
1585,21,습진(Eczema),"물집, 피부소양감, 발적","접촉 피부염, 아토피성 피부염, 피부염",피부과,피부염,21_52.jpg
1587,21,"악성 흑색종(Malignant melanoma)","점 안에 다른 색 피부","상피내 신생물, 기저세포 암종","종양내과, 방사선종양학과, 성형외과, 정형외과, 피부과, 피부암센터, 암병원","멜라노마,악성 멜라노마,악성 흑색점,흑색종,흑색종증",21_54.jpg
1588,21,안검황색종(Xanthelasma),"눈 주위 노란 반점",비립종,"성형외과, 피부과","Xanthoma palpebrum,눈꺼풀황색판종",21_55.jpg
1589,21,"안면 홍조증(Hot flush)","피로감, 불안","폐경기 및 여성의 갱년기 상태, 폐경",피부과,,21_56.jpg
1590,21,"약물 발진(Drug Eruption)",발진,"약물 알레르기",피부과,약진,21_57.jpg
1591,21,"어루러기(Pityriasis versicolor)","하얀 반점, 인설, 피부 각질, 소양감, 갈색 피부 반점, 발적","사타구니 백선, 무좀, 건선, 곰팡이 감염, 백반증, 두부 백선",,"전풍,백선,등무좀",21_58.jpg
1592,21,어린선(Ichthyosis),"피부 각질, 피부소양감, 피부 건조, 피부가 두꺼워짐",피부건조증,피부과,"건피증,비늘선,비늘증,어린증,잔비늘증,비강진,전풍",21_59.jpg
